country_name,region,catch,ssf_v_portions,ssf_v_total_employment,ssf_v_women_employment,ssf_v_livelihood,ssf_v_total_catch,ssf_employment_w,harvest_marine_ssf_w,harvest_inland_ssf_w,ssf_employment,ssf_livelihoods
Maldives,Asia,0.1459969,1,0.5069614851973694,0.311508813558765,0.6919311640635493,1,0.00379138,3.0546e-4,0,0.01678806,0.12463015
Mexico,Americas,1.262973,0.3866740056475752,0.8733248264642353,0.9046440353789632,0.9238942112255902,0.40485616240410527,0.17175853,0.08600762,0.00378299,0.37414508,1.99432356
Marshall Islands,Oceania,0.0768952,NA,NA,NA,NA,0.03360833966229362,NA,NA,NA,NA,NA
North Macedonia,Europe,2.35e-4,NA,0.9807081477332823,0.9567160934188594,0.9817581525416085,1,0.0021650600000000003,0,5.9787e-4,0.01121372,0.04353312
Mali,Africa,0.1048602,1,0.9887528186434678,0.983031084590419,0.9932196041038542,1,0.15386086,0,0.02933093,0.5981062500000001,3.76035449
Malta,Europe,0.0026098,NA,0.5501854608765866,0.5230987156138033,0.5432574464757524,0.2538642807877999,4.3945000000000003e-4,1.343e-5,0,0.00109022,0.00392516
Myanmar,Asia,2.01757,NA,0.8311488035353701,0.8511470649438526,0.9460537330049447,0.6518128302859381,0.46747626,0.04763318,0.07408928,1.28705825,13.5752925
Montenegro,Europe,0.0014588,NA,0.5373871882233608,0.5300429344782527,0.5343867093083394,0.42406155744447493,7.0986e-4,0,6.527e-5,0.0020662,0.00759441
Mongolia,Asia,4.08e-5,NA,1,1,1,1,0.00641623,0,7.9938e-4,0.01509193,0.21776283999999999
Northern Mariana Islands,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,Africa,0.2920377,1,0.7286489347893879,0.6868163221908131,0.8299534382882012,0.900493357535688,0.07499583,0.00451273,0.00116695,0.28658116,2.00319616
Mauritania,Africa,0.5148565,0.8681165377905835,0.5968600005058541,0.6208223139294952,0.7629253424787933,0.8461662618613146,0.0034178999999999998,0.0010799,2.1839e-4,0.0299696,0.24765199
Montserrat,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martinique,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,Africa,0.0163124,NA,0.8559366071229383,0.7480815372310974,0.9122569261611441,0.8904241558568942,0.00364787,2.442e-4,0,0.01573048,0.10318695
Malawi,Africa,0.1449691,0.991705864462631,0.9563300570153618,0.9085066232196171,0.9727554413272894,0.9797763385438691,0.03354628,0,0.00410632,0.15704747,0.96647791
Malaysia,Asia,1.499148,NA,0.8344127544794363,0.8442099496790169,0.9273946100894984,0.13748277021348126,0.11786162,0.00737404,0.00350941,0.27519853,2.04292561
Mayotte,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,Africa,0.4912978,NA,0.21007342542080298,0.13323437853182082,0.22941128263288174,0.009152436668757726,0.0028705600000000003,7.653e-5,1.9574e-4,0.00926578,0.03958243
New Caledonia,Oceania,NA,NA,0.9348716519186545,0.9188214667896059,0.9677657027076809,NA,0.00109217,1.2924e-4,0,0.0030216799999999997,0.01781106
Niger,Africa,0.0357574,NA,0.9674353824929757,0.9563718809775534,0.9807199682322721,1,0.01251952,0,0.0014487,0.04031548,0.25756777
Norfolk Island,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,Africa,0.794774,0.993353566071737,0.9656093103790998,0.960731551385079,0.9784746589450095,0.9837244298379163,0.88957519,0.10435129,0.13376994,2.55243356,15.874069500000001
Nicaragua,Americas,0.0465597,NA,0.768553040534627,0.7909384023359837,0.8607769435140837,0.589849934600094,0.01751995,0.00899613,0.00127831,0.03907721,0.21793266
Niue,Oceania,3.8e-5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Netherlands,Europe,0.3907422,NA,0.41632792265997004,0.4437966201644025,0.42453572622667346,0.03488631634873326,0.0055991999999999995,1.8599e-4,2.629e-5,0.0142824,0.05588154
Norway,Europe,2.291758,0.24960606648612715,0.5461796240236392,0.4296237205254652,0.558506638029933,0.12207536746899104,0.00373221,9.3153e-4,0,0.023406140000000002,0.09305345
Nepal,Asia,0.0214,NA,0.9874898436449989,0.9892805983803282,0.99786545962537,1,0.14324143,0,0.01662359,0.36097394,7.201951299999999
Nauru,Oceania,5.286e-4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
New Zealand,Oceania,0.433907,NA,0.8601208955312138,0.8270359332085452,0.8883936715164006,0.018442401251881166,0.00601337,2.4715e-4,0.00190333,0.01890913,0.07027488
Oman,Asia,0.2602746,NA,0.970378646841675,0.9661195106346782,0.9830474104844492,0.15860357868189978,0.012095709999999999,0.0033978,0,0.043867170000000004,0.24961415
Pakistan,Asia,0.505506,NA,0.9531376123032151,0.9647764154148877,0.98766824459911,1,0.59726949,0.02416674,0.02180259,1.42976415,19.328938
Panama,Americas,0.1601382,NA,0.8339856696544379,0.8509924155424126,0.8844695867635132,0.21221694761150056,0.02311252,0.00964075,0.00182651,0.05176057,0.23605569
Pitcairn,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,Americas,4.765527,0.27148811172652815,0.8539620845650395,0.8390658949416817,0.8921712953089042,0.2858248500113419,0.08257959000000001,0.00807063,0.00562395,0.22986328,0.9823740599999999
Philippines,Asia,2.249331,0.5728876732284199,0.946489056806491,0.946510178506654,0.975777838550688,0.5354456351688569,0.84185416,0.24252162,0.02636908,2.28376125,15.3237935
Palau,Oceania,8.458e-4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Papua New Guinea,Oceania,0.267797,NA,0.8833470539923092,0.8317239548546747,0.9481459551635538,0.37341093066763253,0.06065747,0.01032988,0.01489597,0.21945269999999997,1.54510557
Poland,Europe,0.2111414,NA,0.7019448052629493,0.7055121793355144,0.7266037303854708,0.13915300362695332,0.01037704,1.9967e-4,5.676e-5,0.02408002,0.10761467
Puerto Rico,Americas,NA,NA,0.8237505355827457,0.8540535473456495,0.8688342471738241,NA,0.00153061,1.1365e-4,0,0.00390279,0.01626734
Democratic People's Republic of Korea,Asia,0.00514,NA,0.8100914139322122,0.7959091790135553,0.9091647850876348,1,0.11957332000000001,0.02692841,0.02396351,0.45296084,3.3354331999999998
Portugal,Europe,0.1862204,NA,0.5432944665854573,0.5209768425618522,0.5566154155171558,0.06194161327115611,0.010377270000000001,2.8878e-4,5.7e-5,0.02744703,0.10968173
Paraguay,Americas,0.01468,NA,0.9871633609221344,0.9839809913332569,0.9915309287817353,0.999999863760218,0.012957779999999999,0,0.00446913,0.04944261,0.22097408
Palestine,Asia,NA,NA,1,1,1,NA,0.0038369800000000003,1.1659e-4,0,0.00874782,0.06383463
French Polynesia,Oceania,5.3e-5,NA,0.9037989324769102,0.8537051600718701,0.9549066664043394,1,0.0029743599999999997,6.7353e-4,7.816e-5,0.010423729999999999,0.0669785
Qatar,Asia,0.0146592,NA,1,1,1,0.9810797314996725,0.00541504,3.142e-4,0,0.01333613,0.07412835
Réunion,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,Europe,0.0096998,NA,0.7839904477663832,0.7799730133332009,0.799365014892692,0.5314746695808161,0.003141665,2.785e-6,6.151e-5,0.00721595,0.03101609
Russian Federation,Europe,4.540135,NA,0.45833035692061697,0.4721810600572262,0.5028259347477813,0.08908521530747433,0.11476338,0.00491392,0.001638,0.30566519000000003,1.4829971
Rwanda,Africa,0.0253792,NA,0.9776086344028705,0.9737397071425911,0.98645099577407,1,0.00914697,0,1.035e-4,0.022796669999999998,0.14091123
Saudi Arabia,Asia,0.0689636,NA,0.9745173924688844,0.9744477671640095,0.985947289155109,1,0.032937270000000005,0.00339618,0,0.08761231,0.5186254
Sudan,Africa,0.034818,NA,0.8687003970676779,0.7823231556671156,0.9144416303959422,1,0.01940614,0.00446949,0.00109208,0.15828873999999998,0.69714592
Senegal,Africa,0.5845143,0.9171168900946879,0.957220439565697,0.9575433086900367,0.9719680576631312,0.8863598957288127,0.09291668,0.01041374,0.00244472,0.28970939,1.70146597
Singapore,Asia,0.0013374,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
South Georgia and the South Sandwich Islands,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Helena,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solomon Islands,Oceania,0.0611532,NA,0.9570363344300589,0.913743010445117,0.9751592169003578,0.39939602506491895,0.01584445,0.00723231,0,0.07361512,0.37263725999999997
Sierra Leone,Africa,0.4085031,0.7087083907013102,0.9447995866391196,0.9497064183033003,0.9700123769464186,0.7462111890950154,0.04549882,0.00296293,0.00144557,0.12273043,0.8754914899999999
El Salvador,Americas,0.054148,NA,0.7572638707530588,0.7909272007006303,0.8263312445159476,0.38049002733249615,0.01568691,0.00546436,0.0013482,0.034181210000000004,0.15607514
San Marino,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Somalia,Africa,0.03,NA,1,1,1,0.36290333333333336,0.015314280000000001,1.0919e-4,3.836e-5,0.04202871,0.20621057
Saint Pierre and Miquelon,Americas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serbia,Europe,0.0032118,NA,0.6507610533945398,0.5886339708720829,0.6496833259946886,1,8.0511e-4,0,6.478e-5,0.0024241500000000003,0.00895619
South Sudan,Africa,0.0358,NA,0.9393039004984906,0.8864662370491397,0.9642828348422531,1,0.004373,0,7.6111e-4,0.018920219999999998,0.12307029
Sao Tome and Principe,Africa,0.0105336,NA,0.9192512021502215,0.9246276963874959,0.9516921504657836,0.11064299005088478,8.2565e-4,1.3633e-4,0,0.0017510999999999998,0.01113752
