anon_country_name,region,metric,value
country_name_251,Americas,total_employment,1
country_name_251,Americas,women_employment,1
country_name_251,Americas,livelihood,1
country_name_251,Americas,total_catch,1
country_name_061,Americas,portions,0.6860191078980225
country_name_061,Americas,total_employment,0.8473329805113986
country_name_061,Americas,women_employment,0.8269035064631158
country_name_061,Americas,livelihood,0.9020646959643225
country_name_061,Americas,total_catch,0.6977761053862316
country_name_107,Americas,portions,1
country_name_107,Americas,total_employment,0.8731439730273739
country_name_107,Americas,women_employment,0.8371405193020165
country_name_107,Americas,livelihood,0.9000816548720739
country_name_107,Americas,total_catch,0.9999877732266583
country_name_022,Asia,portions,0.17165654338303654
country_name_022,Asia,total_employment,0.867624496009705
country_name_022,Asia,women_employment,0.8801938596296214
country_name_022,Asia,livelihood,0.9304890369480182
country_name_022,Asia,total_catch,0.4399984467317158
country_name_014,Asia,portions,1
country_name_014,Asia,total_employment,0.9705868161255146
country_name_014,Asia,women_employment,0.9770969289316808
country_name_014,Asia,livelihood,0.9967452403687879
country_name_014,Asia,total_catch,0.7419484998496241
country_name_129,Africa,portions,1
country_name_129,Africa,total_employment,0.861495682384892
country_name_129,Africa,women_employment,0.8687378706743162
country_name_129,Africa,livelihood,0.9232066887220032
country_name_129,Africa,total_catch,1
country_name_160,Africa,portions,0.8388109842929289
country_name_160,Africa,total_employment,1
country_name_160,Africa,women_employment,1
country_name_160,Africa,livelihood,1
country_name_160,Africa,total_catch,1
country_name_231,Americas,portions,0.05349027633617781
country_name_231,Americas,total_employment,0.688253833170266
country_name_231,Americas,women_employment,0.6738159940229703
country_name_231,Americas,livelihood,0.8226790814762808
country_name_231,Americas,total_catch,0.175888629508432
country_name_076,Europe,total_employment,0.5333384677590157
country_name_076,Europe,women_employment,0.4858007213031015
country_name_076,Europe,livelihood,0.5219656766241547
country_name_037,Europe,portions,0.0954111598869128
country_name_037,Europe,total_employment,0.8112147668271377
country_name_037,Europe,women_employment,0.7577199217915127
country_name_037,Europe,livelihood,0.8096172054646287
country_name_037,Europe,total_catch,1
country_name_071,Americas,portions,0.3451128885834906
country_name_071,Americas,total_employment,0.8441990442067183
country_name_071,Americas,women_employment,0.8647237769853721
country_name_071,Americas,livelihood,0.8903550993858355
country_name_071,Americas,total_catch,0.5132695079788808
country_name_169,Asia,portions,0.6093695301136154
country_name_169,Asia,total_employment,0.8987995198789865
country_name_169,Asia,women_employment,0.9203728011822362
country_name_169,Asia,livelihood,0.9594319928788062
country_name_169,Asia,total_catch,0.5362735796886253
country_name_039,Africa,portions,1
country_name_039,Africa,total_employment,0.8892303656855667
country_name_039,Africa,women_employment,0.8008857092090067
country_name_039,Africa,livelihood,0.9497735952196005
country_name_039,Africa,total_catch,1
country_name_127,Africa,portions,0.37822382338419436
country_name_127,Africa,total_employment,0.9241361134364198
country_name_127,Africa,women_employment,0.9031867026704522
country_name_127,Africa,livelihood,0.9579665598795777
country_name_127,Africa,total_catch,0.4219874758601551
country_name_102,Africa,portions,1
country_name_102,Africa,total_employment,0.9994943520957683
country_name_102,Africa,women_employment,0.9992688559879961
country_name_102,Africa,livelihood,0.9997549021522641
country_name_102,Africa,total_catch,1
country_name_227,Africa,portions,0.8468368851929038
country_name_227,Africa,total_employment,0.9237764860175964
country_name_227,Africa,women_employment,0.9037260290266775
country_name_227,Africa,livelihood,0.9654562410311873
country_name_227,Africa,total_catch,0.6851823381208967
country_name_188,Americas,portions,1
country_name_188,Americas,total_employment,0.9597125015622527
country_name_188,Americas,women_employment,0.9642140081159128
country_name_188,Americas,livelihood,0.9736396326634615
country_name_188,Americas,total_catch,1
country_name_035,Africa,portions,0.15752771517890676
country_name_035,Africa,total_employment,1
country_name_035,Africa,women_employment,1
country_name_035,Africa,livelihood,1
country_name_035,Africa,total_catch,0.26249307840103553
country_name_137,Africa,portions,0.042329464263392284
country_name_137,Africa,total_employment,0.8420890677923605
country_name_137,Africa,women_employment,0.8373915783036866
country_name_137,Africa,livelihood,0.8927857252089387
country_name_137,Africa,total_catch,0.07651218403333783
country_name_233,Americas,portions,0.7069409974084042
country_name_233,Americas,total_employment,0.9216197996426929
country_name_233,Americas,women_employment,0.95561687127073
country_name_233,Americas,livelihood,0.9552130521786583
country_name_233,Americas,total_catch,1
country_name_111,Americas,portions,0.10826612777660596
country_name_111,Americas,total_employment,0.6362481701103508
country_name_111,Americas,women_employment,0.696120353014683
country_name_111,Americas,livelihood,0.6889309020744712
country_name_111,Americas,total_catch,0.26870777568752013
country_name_027,Asia,portions,0.16228117636737613
country_name_027,Asia,total_employment,0.5049937451671801
country_name_027,Asia,women_employment,0.4673271013274511
country_name_027,Asia,livelihood,0.585499969926145
country_name_027,Asia,total_catch,1
country_name_083,Europe,portions,0.1589073183676766
country_name_083,Europe,total_employment,0.9056614658481433
country_name_083,Europe,women_employment,0.8798970026479694
country_name_083,Europe,livelihood,0.915346729350749
country_name_083,Europe,total_catch,1
country_name_109,Europe,portions,0.1280230587586114
country_name_109,Europe,total_employment,0.6034671857215846
country_name_109,Europe,women_employment,0.5754463183644157
country_name_109,Europe,livelihood,0.6163356996725776
country_name_109,Europe,total_catch,0.2087673927892894
country_name_242,Africa,portions,1
country_name_242,Africa,total_employment,0.8606703137665996
country_name_242,Africa,women_employment,0.8488000414201667
country_name_242,Africa,livelihood,0.9143883563117369
country_name_242,Africa,total_catch,1
country_name_072,Americas,portions,0.527252565574863
country_name_072,Americas,total_catch,1
country_name_015,Europe,portions,0.014344135736174556
country_name_015,Europe,total_employment,0.6621119771700222
country_name_015,Europe,women_employment,0.6564563665453457
country_name_015,Europe,livelihood,0.6713942433085361
country_name_015,Europe,total_catch,0.011305390833429142
country_name_248,Americas,portions,0.8289578834434751
country_name_248,Americas,total_employment,1
country_name_248,Americas,women_employment,1
country_name_248,Americas,livelihood,1
country_name_248,Americas,total_catch,1
country_name_209,Africa,portions,0.3832462518635585
country_name_209,Africa,total_employment,0.8075334665377762
country_name_209,Africa,women_employment,0.7634923990659116
country_name_209,Africa,livelihood,0.8808227745937272
country_name_209,Africa,total_catch,0.9053361752195402
country_name_075,Americas,portions,0.19637346386241664
country_name_075,Americas,total_employment,0.49979321797008663
country_name_075,Americas,women_employment,0.469337851509381
country_name_075,Americas,livelihood,0.6120010381266547
country_name_075,Americas,total_catch,0.1662335523165174
country_name_095,Africa,portions,0.8260675665219366
country_name_095,Africa,total_employment,0.6218830818382465
country_name_095,Africa,women_employment,0.3322075173744676
country_name_095,Africa,livelihood,0.7035282691604678
country_name_095,Africa,total_catch,0.7869921346675962
country_name_004,Africa,portions,1
country_name_004,Africa,total_employment,1
country_name_004,Africa,women_employment,1
country_name_004,Africa,livelihood,1
country_name_004,Africa,total_catch,1
country_name_011,Europe,portions,0.17424580162972841
country_name_011,Europe,total_employment,0.4736199939020177
country_name_011,Europe,women_employment,0.5107710733619972
country_name_011,Europe,livelihood,0.49277808290868563
country_name_011,Europe,total_catch,0.13300174604613058
country_name_105,Europe,portions,0.06473739429794205
country_name_105,Europe,total_employment,0.6417336107767934
country_name_105,Europe,women_employment,0.6114120639119334
country_name_105,Europe,livelihood,0.6468279063991172
country_name_105,Europe,total_catch,0.08727589111856339
country_name_077,Africa,portions,1
country_name_077,Africa,total_employment,0.9881981152897957
country_name_077,Africa,women_employment,0.9857939251641031
country_name_077,Africa,livelihood,0.9947097213327807
country_name_077,Africa,total_catch,1
country_name_021,Europe,portions,0.01739010996002956
country_name_021,Europe,total_employment,0.634966451294153
country_name_021,Europe,women_employment,0.5821984520174268
country_name_021,Europe,livelihood,0.6463095943801759
country_name_021,Europe,total_catch,0.2356714919859966
country_name_049,Oceania,portions,0.8000916238746312
country_name_049,Oceania,total_employment,0.8613234054082027
country_name_049,Oceania,women_employment,0.8066027304912007
country_name_049,Oceania,livelihood,0.9323853431068059
country_name_049,Oceania,total_catch,0.6775478079598392
country_name_203,Europe,portions,0.14647387421975838
country_name_203,Europe,total_employment,0.6754166341365198
country_name_203,Europe,women_employment,0.6932507161384844
country_name_203,Europe,livelihood,0.6952164123452828
country_name_203,Europe,total_catch,0.10956727281294738
country_name_106,Europe,portions,0.01044336799125465
country_name_106,Europe,total_catch,0.002759537024748542
country_name_091,Africa,portions,0.7057946476008182
country_name_091,Africa,total_employment,0.886194203462526
country_name_091,Africa,women_employment,0.8718625520509191
country_name_091,Africa,livelihood,0.9365025299373024
country_name_091,Africa,total_catch,0.757200266759733
country_name_074,Europe,portions,0.10984436817577582
country_name_074,Europe,total_employment,0.41960870017805185
country_name_074,Europe,women_employment,0.43488824008768306
country_name_074,Europe,livelihood,0.43403534881477956
country_name_074,Europe,total_catch,0.07109287173075475
country_name_085,Asia,portions,0.004165387391149462
country_name_085,Asia,total_employment,0.6099108695454256
country_name_085,Asia,women_employment,0.5644226420402733
country_name_085,Asia,livelihood,0.6888477942813972
country_name_085,Asia,total_catch,0.011864756024474166
country_name_010,Africa,portions,0.8529808877914344
country_name_010,Africa,total_employment,0.908991782978713
country_name_010,Africa,women_employment,0.8530700045135793
country_name_010,Africa,livelihood,0.9359338752116558
country_name_010,Africa,total_catch,0.8754671093719576
country_name_047,Africa,portions,1
country_name_047,Africa,total_employment,0.9501680224726649
country_name_047,Africa,women_employment,0.9292142835231252
country_name_047,Africa,livelihood,0.9765354510264984
country_name_047,Africa,total_catch,0.7387337650284954
country_name_197,Africa,portions,1
country_name_197,Africa,total_employment,0.9455380779489115
country_name_197,Africa,women_employment,0.9459324464869785
country_name_197,Africa,livelihood,0.9687778326501796
country_name_197,Africa,total_catch,0.8899538730795331
country_name_073,Africa,portions,0.34047276623703565
country_name_073,Africa,total_employment,0.849418740947148
country_name_073,Africa,women_employment,0.78784285711293
country_name_073,Africa,livelihood,0.9110419432775396
country_name_073,Africa,total_catch,1
country_name_101,Africa,portions,0.9668856269668975
country_name_101,Africa,total_employment,0.8908299127849497
country_name_101,Africa,women_employment,0.8928168267236642
country_name_101,Africa,livelihood,0.9419980069722055
country_name_101,Africa,total_catch,1
country_name_249,Europe,portions,0.4440306669406808
country_name_249,Europe,total_employment,0.7210920623680992
country_name_249,Europe,women_employment,0.6976514130600501
country_name_249,Europe,livelihood,0.732856294649124
country_name_249,Europe,total_catch,0.35407614019761796
country_name_161,Americas,portions,0.797492960127028
country_name_161,Americas,total_catch,0.9955349078030132
country_name_081,Americas,portions,0.12228249690097327
country_name_081,Americas,total_catch,0.13162516315561026
country_name_195,Americas,portions,0.7330924515312387
country_name_195,Americas,total_employment,0.8221895418468452
country_name_195,Americas,women_employment,0.8796931796585378
country_name_195,Americas,livelihood,0.888841037657146
country_name_195,Americas,total_catch,1
country_name_205,Oceania,total_employment,0.8223264612277765
country_name_205,Oceania,women_employment,0.7799449295252971
country_name_205,Oceania,livelihood,0.9369027464721509
country_name_125,Americas,portions,0.07793369006122575
country_name_125,Americas,total_employment,0.7987291627638097
country_name_125,Americas,women_employment,0.735354846759914
country_name_125,Americas,livelihood,0.8520768971698063
country_name_125,Americas,total_catch,0.162712633144218
country_name_172,Asia,total_employment,0.9967131725907582
country_name_172,Asia,women_employment,0.9969898854864763
country_name_172,Asia,livelihood,0.9968725514568335
country_name_023,Americas,portions,1
country_name_023,Americas,total_employment,0.7271317891605927
country_name_023,Americas,women_employment,0.7778424478102843
country_name_023,Americas,livelihood,0.8350029718895715
country_name_023,Americas,total_catch,1
country_name_187,Europe,portions,0.2816359252219204
country_name_187,Europe,total_employment,0.5205168821303874
country_name_187,Europe,women_employment,0.4325438256394743
country_name_187,Europe,livelihood,0.5300913604593328
country_name_187,Europe,total_catch,0.17669907066357632
country_name_028,Americas,portions,0.8571117647423905
country_name_028,Americas,total_employment,1
country_name_028,Americas,women_employment,1
country_name_028,Americas,livelihood,1
country_name_028,Americas,total_catch,1
country_name_201,Europe,portions,0.044537323214729904
country_name_201,Europe,total_employment,0.796940223235284
country_name_201,Europe,women_employment,0.7883538362908397
country_name_201,Europe,livelihood,0.8111180367041523
country_name_201,Europe,total_catch,1
country_name_208,Asia,portions,0.38435375279660317
country_name_208,Asia,total_employment,0.9360849702931464
country_name_208,Asia,women_employment,0.9317548537623608
country_name_208,Asia,livelihood,0.9680867929626442
country_name_208,Asia,total_catch,0.31252928651386
country_name_054,Asia,portions,0.48442078376322145
country_name_054,Asia,total_employment,0.9457723177474163
country_name_054,Asia,women_employment,0.9456109170778706
country_name_054,Asia,livelihood,0.9706067102877329
country_name_054,Asia,total_catch,0.39366089861884773
country_name_115,Europe,portions,0.06224753006512413
country_name_115,Europe,total_employment,0.5283645516603832
country_name_115,Europe,women_employment,0.5032017975049823
country_name_115,Europe,livelihood,0.5371435617273781
country_name_115,Europe,total_catch,0.040322229697918946
country_name_175,Asia,portions,1
country_name_175,Asia,total_employment,0.8914581618631955
country_name_175,Asia,women_employment,0.9156334565129696
country_name_175,Asia,livelihood,0.9507077767602459
country_name_175,Asia,total_catch,0.9228093894969849
country_name_036,Asia,portions,0.213236249435586
country_name_036,Asia,total_employment,1
country_name_036,Asia,women_employment,1
country_name_036,Asia,livelihood,1
country_name_036,Asia,total_catch,1
country_name_237,Europe,portions,0.0031684649294457467
country_name_237,Europe,total_employment,0.45672343937741056
country_name_237,Europe,women_employment,0.4494453952017327
country_name_237,Europe,livelihood,0.4531691770981741
country_name_237,Europe,total_catch,0.001695989098057439
country_name_176,Asia,portions,0.37759611568716167
country_name_176,Asia,total_employment,0.8097584163521152
country_name_176,Asia,women_employment,0.7736035827820634
country_name_176,Asia,livelihood,0.8610189707187763
country_name_176,Asia,total_catch,1
country_name_057,Europe,portions,0.25500160777808856
country_name_057,Europe,total_employment,0.4092232767683585
country_name_057,Europe,women_employment,0.38734573501304825
country_name_057,Europe,livelihood,0.42723941504380664
country_name_057,Europe,total_catch,0.26800292896421096
country_name_247,Americas,portions,0.3163855252120498
country_name_247,Americas,total_employment,0.7454444585961459
country_name_247,Americas,women_employment,0.7271621926266112
country_name_247,Americas,livelihood,0.8286214288954453
country_name_247,Americas,total_catch,1
country_name_246,Asia,portions,1
country_name_246,Asia,total_employment,1
country_name_246,Asia,women_employment,1
country_name_246,Asia,livelihood,1
country_name_246,Asia,total_catch,1
country_name_058,Asia,portions,0.06969642397735516
country_name_058,Asia,total_employment,0.9433311390217901
country_name_058,Asia,women_employment,0.9501446379922069
country_name_058,Asia,livelihood,0.956457776992612
country_name_058,Asia,total_catch,0.19763975083420762
country_name_066,Asia,portions,0.039747269197229325
country_name_066,Asia,total_employment,1
country_name_066,Asia,women_employment,1
country_name_066,Asia,livelihood,1
country_name_066,Asia,total_catch,1
country_name_154,Africa,portions,1
country_name_154,Africa,total_employment,0.9062850327720524
country_name_154,Africa,women_employment,0.9061378076706101
country_name_154,Africa,livelihood,0.9425964299297862
country_name_154,Africa,total_catch,0.9989653527828886
country_name_138,Asia,portions,1
country_name_138,Asia,total_employment,1
country_name_138,Asia,women_employment,1
country_name_138,Asia,livelihood,1
country_name_138,Asia,total_catch,1
country_name_009,Asia,portions,0.266241564161771
country_name_009,Asia,total_employment,0.9446228576445491
country_name_009,Asia,women_employment,0.9651927922738435
country_name_009,Asia,livelihood,0.9806977077296617
country_name_009,Asia,total_catch,1
country_name_024,Oceania,portions,0.3788450903123163
country_name_024,Oceania,total_employment,0.8925512112870031
country_name_024,Oceania,women_employment,0.8097558690056942
country_name_024,Oceania,livelihood,0.9936186750778266
country_name_024,Oceania,total_catch,0.159172970754061
country_name_210,Americas,portions,0.01510623797690724
country_name_210,Americas,total_catch,0.006107612010146564
country_name_191,Asia,portions,0.10717185089666807
country_name_191,Asia,total_employment,0.9449990496664961
country_name_191,Asia,women_employment,0.9516298530620657
country_name_191,Asia,livelihood,0.9705883256616051
country_name_191,Asia,total_catch,0.22977352399800666
country_name_136,Asia,portions,0.686081937623179
country_name_136,Asia,total_employment,0.9955399330739183
country_name_136,Asia,women_employment,0.9962748602451829
country_name_136,Asia,livelihood,0.9972482185007134
country_name_136,Asia,total_catch,1
country_name_140,Asia,portions,1
country_name_140,Asia,total_employment,0.9683766881478988
country_name_140,Asia,women_employment,0.9722310905201607
country_name_140,Asia,livelihood,0.9970660161132683
country_name_140,Asia,total_catch,0.9999998269150551
country_name_059,Asia,portions,1
country_name_059,Asia,total_employment,0.9802020909132257
country_name_059,Asia,women_employment,0.9793164311616376
country_name_059,Asia,livelihood,0.9887677429516459
country_name_059,Asia,total_catch,1
country_name_198,Africa,portions,1
country_name_198,Africa,total_employment,0.7717789714139818
country_name_198,Africa,women_employment,0.7294369388554781
country_name_198,Africa,livelihood,0.8778312814528124
country_name_198,Africa,total_catch,0.9111877270630209
country_name_025,Africa,portions,0.620724564911607
country_name_025,Africa,total_employment,0.8544727889279439
country_name_025,Africa,women_employment,0.7683891567090864
country_name_025,Africa,livelihood,0.9151252314466622
country_name_025,Africa,total_catch,1
country_name_064,Americas,portions,0.8691071254389746
country_name_064,Americas,total_employment,0.8124958117538938
country_name_064,Americas,women_employment,0.786036684238974
country_name_064,Americas,livelihood,0.8857272194281476
country_name_064,Americas,total_catch,0.8190354612672608
country_name_179,Asia,portions,1
country_name_179,Asia,total_employment,0.593698075684794
country_name_179,Asia,women_employment,0.5643048900312551
country_name_179,Asia,livelihood,0.7710424848162667
country_name_179,Asia,total_catch,0.8445839969632558
country_name_232,Africa,portions,1
country_name_232,Africa,total_employment,0.7950364127891462
country_name_232,Africa,women_employment,0.7423479401967272
country_name_232,Africa,livelihood,0.9049926929359889
country_name_232,Africa,total_catch,1
country_name_098,Europe,portions,0.014173560253139164
country_name_098,Europe,total_employment,0.5154220200272281
country_name_098,Europe,women_employment,0.544508221729974
country_name_098,Europe,livelihood,0.515273993282807
country_name_098,Europe,total_catch,0.026716548746454166
country_name_094,Europe,total_employment,0.43445204735527315
country_name_094,Europe,women_employment,0.12213285671730711
country_name_094,Europe,livelihood,0.3923554393988893
country_name_019,Europe,portions,0.005784708278168607
country_name_019,Europe,total_employment,0.3031358649332377
country_name_019,Europe,women_employment,0.26580100023938463
country_name_019,Europe,livelihood,0.29688059690581725
country_name_019,Europe,total_catch,0.008985573673412546
country_name_104,Africa,portions,0.05824824053545091
country_name_104,Africa,total_employment,0.9761679466171126
country_name_104,Africa,women_employment,0.9534678575088962
country_name_104,Africa,livelihood,0.9839189164397775
country_name_104,Africa,total_catch,0.08358621353181857
country_name_181,Europe,portions,1
country_name_181,Europe,total_employment,1
country_name_181,Europe,women_employment,1
country_name_181,Europe,livelihood,1
country_name_181,Europe,total_catch,1
country_name_163,Africa,portions,1
country_name_163,Africa,total_employment,0.8479636920785945
country_name_163,Africa,women_employment,0.7579177274535698
country_name_163,Africa,livelihood,0.9119897280211952
country_name_163,Africa,total_catch,0.750358202268867
country_name_045,Asia,portions,1
country_name_045,Asia,total_employment,0.5069614851973694
country_name_045,Asia,women_employment,0.311508813558765
country_name_045,Asia,livelihood,0.6919311640635493
country_name_045,Asia,total_catch,1
country_name_149,Americas,portions,0.25172547927031713
country_name_149,Americas,total_employment,0.8733248264642353
country_name_149,Americas,women_employment,0.9046440353789632
country_name_149,Americas,livelihood,0.9238942112255902
country_name_149,Americas,total_catch,0.40485616272873615
country_name_241,Oceania,portions,0.035581175722478424
country_name_241,Oceania,total_catch,0.033608333602097404
country_name_133,Europe,portions,1
country_name_133,Europe,total_employment,0.9807081477332823
country_name_133,Europe,women_employment,0.9567160934188594
country_name_133,Europe,livelihood,0.9817581525416085
country_name_133,Europe,total_catch,1
country_name_200,Africa,portions,0.9358345950651763
country_name_200,Africa,total_employment,0.9887528186434678
country_name_200,Africa,women_employment,0.983031084590419
country_name_200,Africa,livelihood,0.9932196041038542
country_name_200,Africa,total_catch,1
country_name_046,Europe,portions,0.36487768896402845
country_name_046,Europe,total_employment,0.5501854608765866
country_name_046,Europe,women_employment,0.5230987156138033
country_name_046,Europe,livelihood,0.5432574464757524
country_name_046,Europe,total_catch,0.2538643348532455
country_name_128,Asia,portions,0.14513044115815354
country_name_128,Asia,total_employment,0.8311488035353701
country_name_128,Asia,women_employment,0.8511470649438526
country_name_128,Asia,livelihood,0.9460537330049447
country_name_128,Asia,total_catch,0.6827898530905991
country_name_099,Europe,portions,0.22982815857061753
country_name_099,Europe,total_employment,0.5373871882233608
country_name_099,Europe,women_employment,0.5300429344782527
country_name_099,Europe,livelihood,0.5343867093083394
country_name_099,Europe,total_catch,0.4312561244701125
country_name_153,Asia,portions,1
country_name_153,Asia,total_employment,1
country_name_153,Asia,women_employment,1
country_name_153,Asia,livelihood,1
country_name_153,Asia,total_catch,1
country_name_212,Africa,portions,1
country_name_212,Africa,total_employment,0.7286489347893879
country_name_212,Africa,women_employment,0.6868163221908131
country_name_212,Africa,livelihood,0.8299534382882012
country_name_212,Africa,total_catch,0.9004933582205312
country_name_158,Africa,portions,1
country_name_158,Africa,total_employment,0.5968600005058541
country_name_158,Africa,women_employment,0.6208223139294952
country_name_158,Africa,livelihood,0.7629253424787933
country_name_158,Africa,total_catch,0.8506380147672216
country_name_228,Africa,portions,1
country_name_228,Africa,total_employment,0.8559366071229383
country_name_228,Africa,women_employment,0.7480815372310974
country_name_228,Africa,livelihood,0.9122569261611441
country_name_228,Africa,total_catch,0.8904241601481081
country_name_001,Africa,portions,1
country_name_001,Africa,total_employment,0.9563300570153618
country_name_001,Africa,women_employment,0.9085066232196171
country_name_001,Africa,livelihood,0.9727554413272894
country_name_001,Africa,total_catch,0.9797763357846604
country_name_108,Asia,portions,0.07616330587584542
country_name_108,Asia,total_employment,0.8344127544794363
country_name_108,Asia,women_employment,0.8442099496790169
country_name_108,Asia,livelihood,0.9273946100894984
country_name_108,Asia,total_catch,0.13788745834367258
country_name_089,Africa,portions,0.003368945923765688
country_name_089,Africa,total_employment,0.21007342542080298
country_name_089,Africa,women_employment,0.13323437853182082
country_name_089,Africa,livelihood,0.22941128263288174
country_name_089,Africa,total_catch,0.010092401575989146
country_name_053,Oceania,total_employment,0.9348716519186545
country_name_053,Oceania,women_employment,0.9188214667896059
country_name_053,Oceania,livelihood,0.9677657027076809
country_name_090,Africa,portions,0.2115972728169337
country_name_090,Africa,total_employment,0.9674353824929757
country_name_090,Africa,women_employment,0.9563718809775534
country_name_090,Africa,livelihood,0.9807199682322721
country_name_090,Africa,total_catch,1
country_name_143,Africa,portions,1
country_name_143,Africa,total_employment,0.9656093103790998
country_name_143,Africa,women_employment,0.960731551385079
country_name_143,Africa,livelihood,0.9784746589450095
country_name_143,Africa,total_catch,0.9837244298379161
country_name_192,Americas,portions,0.6981458902481632
country_name_192,Americas,total_employment,0.768553040534627
country_name_192,Americas,women_employment,0.7909384023359837
country_name_192,Americas,livelihood,0.8607769435140837
country_name_192,Americas,total_catch,0.5916637115874888
country_name_234,Oceania,portions,0.9428541827911685
country_name_234,Oceania,total_catch,1
country_name_119,Europe,portions,0.029199039111698993
country_name_119,Europe,total_employment,0.41632792265997004
country_name_119,Europe,women_employment,0.4437966201644025
country_name_119,Europe,livelihood,0.42453572622667346
country_name_119,Europe,total_catch,0.034935136030866384
country_name_147,Europe,portions,0.0960913173419973
country_name_147,Europe,total_employment,0.5461796240236392
country_name_147,Europe,women_employment,0.4296237205254652
country_name_147,Europe,livelihood,0.558506638029933
country_name_147,Europe,total_catch,0.1220786502670439
country_name_144,Asia,portions,1
country_name_144,Asia,total_employment,0.9874898436449989
country_name_144,Asia,women_employment,0.9892805983803282
country_name_144,Asia,livelihood,0.99786545962537
country_name_144,Asia,total_catch,1
